NAME	CHR	BEG	END	CLASS	F:M SLOPE	F10	F11	F12	U13	F14A	U14A	F14B	F14B_r2	F14C	F14C_r2	F14D	U14D	M10	M11	M12	M13	M14A	M14A_r2	M14B	M14B_r2	M14C	M14C_r2	M14D	M14D_r2	w1_F10	w1_F11	w1_F12	w1_U13	w1_F14A	w1_U14A	w1_F14B	w1_F14B_r2	w1_F14C	w1_F14C_r2	w1_F14D	w1_U14D	w1_M10	w1_M11	w1_M12	w1_M13	w1_M14A	w1_M14A_r2	w1_M14B	w1_M14B_r2	w1_M14C	w1_M14C_r2	w1_M14D	w1_M14D_r2	cas_F10	cas_F11	cas_F12	cas_U13	cas_F14A	cas_U14A	cas_F14B	cas_F14B_r2	cas_F14C	cas_F14C_r2	cas_F14D	cas_U14D	cas_M10	cas_M11	cas_M12	cas_M13	cas_M14A	cas_M14A_r2	cas_M14B	cas_M14B_r2	cas_M14C	cas_M14C_r2	cas_M14D	cas_M14D_r2
Smg6	3R	20855144	20859177	mat	0.990831615	31.67	28.69	45.39	33.42	37.25	17.38	14.54	24.52	22.08	28.89	29.9	36.7	36.98	30.96	36.93	37.13	31.95	29.72	14.48	31.44	29.8	24.65	26.96	21.43	31.04	28.69	45.39	33.42	37.25	15.55	14.54	23.23	14.35	20.64	12.46	21.75	36.98	30.96	36.93	37.13	31.49	29.72	13.51	30.01	16.84	20.42	18.42	8.67	0.63	0	0	0	0	1.83	0	1.29	7.73	8.25	17.44	14.95	0	0	0	0	0.46	0	0.97	1.43	12.96	4.23	8.54	12.76
smi35A	2L	14184477	14234108	mat	1.044779088	22.78	18.23	27.23	21.37	28.15	22.14	14.99	39.43	27.71	37.52	37.58	54.38	27.33	19.88	23.67	32.04	23.82	26.33	11.58	29.81	22.21	30.78	21.41	24.85	22.78	18.23	27.23	21.37	28.15	22.14	14.99	39.43	23.22	36.42	25.4	34.74	27.33	19.88	23.67	32.04	23.82	26.24	11.58	29.81	14.89	30.08	15.14	15.42	0	0	0	0	0	0	0	0	4.49	1.1	12.18	19.64	0	0	0	0	0	0.09	0	0	7.32	0.7	6.27	9.43
smid	3L	7374952	7378742	mat	1.025350299	144.09	129.85	186.86	147.82	181.84	147.94	120.24	223.52	190.31	232.19	181.66	213.08	176.73	116.83	171.04	181.11	168.93	184.05	115.19	194.92	163.29	211.48	144.48	124.11	143.78	129.85	186.86	147.58	180.97	147.21	118.96	221.49	178.12	227.72	163.07	189.94	176.41	116.83	171.04	180.81	168.51	182.86	114.43	194.18	146.06	200.52	126.48	108.38	0.31	0	0	0.24	0.87	0.73	1.28	2.03	12.19	4.47	18.59	23.14	0.32	0	0	0.3	0.42	1.19	0.76	0.74	17.23	10.96	18	15.73
Smn	3L	16573512	16574340	mat	1.018515511	118.98	185.27	117.94	165.39	188.32	187.6	206.72	151.98	196.54	153.63	182.64	153.4	112.26	178	142.27	145.53	179.5	181.87	221	177.27	159.08	188.53	191.17	169.24																																																
smo	2L	277587	282167	matzyg	1.106031934	34.16	20.83	47.09	33.76	52.98	37.01	23.19	87.95	92.96	151.93	146.32	144.03	47.35	19.03	40.49	50.02	38.22	41.46	25.43	58.97	109.27	119.11	80.35	82.34																																																
Smox	X	8032404	8036274	mat	0.785323863	33.08	27.26	32.59	11.36	5.1	1.49	1.51	2.81	4.21	5.71	5.35	3.81	34.5	41.48	28.55	27.88	6.09	5.41	0.92	3.61	2.53	3.97	3.13	2.02	33.08	27.26	32.59	11.36	4.9	0	0	0	0	0	4.38	0	34.5	41.48	28.55	27.88	6.09	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0.97	0	0	0	0	0	0	0	0	0	0	0	0	0
Smr	X	12580030	12636476	mat	0.732925805	61.16	57.33	54.7	36.17	41.16	38.58	41.2	128.65	10.12	33.29	7.41	15.58	48.19	104.94	58.91	66.83	44.07	75.75	34.61	73	6.38	41.61	7.6	16.49	61.16	57.33	54.7	35.47	41.16	38.58	41.2	127.81	10.12	32.9	6.31	15.58	48.19	104.94	58.91	66.83	43.75	75.42	34.61	73	6.38	41.09	7.6	16.49	0	0	0	0.7	0	0	0	0.84	0	0.39	1.1	0	0	0	0	0	0.32	0.33	0	0	0	0.52	0	0
SMSr	3L	7367141	7374617	mat	0.99974467	50.56	26.8	29.21	4.19	0.72	0.55	1.41	1.01	6.95	4.79	9.42	9.26	50.09	32.48	18.38	8.17	1.04	0.74	1.43	1.24	7.98	6.31	9.21	7.67	50.56	26.8	29.21	0	0	0	0	0	4.78	2.58	5.18	4.9	49.48	32.48	18.38	0	0	0	0	0	3.33	0	5.02	0	0	0	0	0	0	0	0	0	2.17	2.21	4.24	4.36	0.61	0	0	0	0	0	0	0	4.66	0	4.19	0
smt3	2L	6966775	6967593	mat	0.97656772	870.59	766.09	978.74	1200.48	1218.9	1475.68	1055.07	1308.99	1332.84	1447.95	1707.78	1437.87	915.54	783.45	872.37	1155.24	1250.83	1184.06	1181.16	1347.32	1696.11	1463.7	1382.16	1756.86	865.88	764.68	978.74	1196.51	1213.91	1467.41	1043.01	1293.08	1268.25	1411.9	1600.31	1344.51	912.7	780.75	871.11	1154.34	1240.42	1178.89	1156.97	1336.35	1560.46	1408.96	1258.87	1617.32	4.71	1.41	0	3.97	4.99	8.27	12.06	15.91	64.59	36.05	107.47	93.36	2.84	2.7	1.26	0.9	10.41	5.17	24.19	10.97	135.65	54.74	123.29	139.54
Smvt	3R	27585237	27587299		0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0.03	0	0	0	0	0	0	0																																																
Smyd4	3L	12392637	12395016	zyg	0.459031867	0	0	0	0.02	0.05	0	0.12	0.06	0.33	0.03	0.6	1.89	0	0.08	0	0	0.05	0	0	0	0.76	0.02	1.28	0.89																																																
sn	X	7863737	7880118	mat	0.961618838	104.1	98.1	124.91	98.93	130	112.14	112.73	170.97	113.78	145.28	105.61	145.82	116.71	130.61	118.88	127.21	127.89	141.53	89.77	141.58	95.42	151.76	100.65	68.59	104.1	98.1	124.91	98.11	128.98	111.36	112.73	170.97	113.78	145.28	105.61	145.82	116.71	130.61	118.88	127.21	127.89	141.53	89.77	141.58	95.42	151.76	100.65	68.59	0	0	0	0.82	1.02	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sna	2L	15476592	15478269	zyg	0.963632555	2.47	11.07	19.47	22.46	37.74	86.77	86.48	78.72	132.75	133.9	114.65	123.96	4.48	15.22	14.1	16.99	61.3	50.49	103.79	84.66	118.64	125.33	115.35	133.53																																																
snama	2R	19974128	19979542	mat	0.930888159	65.68	59.01	85.38	65.06	78.82	61.83	48.42	108.55	30.32	70.47	31.04	30.46	82.15	58.08	80.01	89.19	74.15	72.83	47.07	86.69	27.11	60.9	19.91	17.49	65.68	59.01	85.38	65.06	78.82	61.83	47.93	106.05	19.49	66.86	19.22	19.92	82.15	58.08	80.01	89.19	74.15	72.83	47.07	86.69	15.95	58.03	14.03	11.92	0	0	0	0	0	0	0.49	2.5	10.83	3.61	11.82	10.54	0	0	0	0	0	0	0	0	11.16	2.87	5.88	5.56
Snap	3L	20306733	20309677	mat	1.023338678	54.48	58.02	61.58	62.22	81.77	74.49	62.06	73.98	66.81	69.88	61.5	62.97	58.81	50.25	64.57	70.4	71.16	70.29	64.62	71.01	53.9	70.89	60.36	55.26																																																
Snap24	3R	5587687	5588636	mat	0.915588887	69.28	70.85	92	75.36	81.79	72.8	73.68	91.49	15.15	25.99	8.09	8.5	78.92	97.96	90.71	87.97	85	90.32	52.01	90.69	9.27	30.73	11.57	7.39																																																
Snap25	3L	24067328	24292305		0.535104895	0	0.03	0.19	0.47	0.36	0.22	0.05	0.14	0.15	0.3	0.27	0.18	0.07	0	0.19	0.98	0.07	0.16	0.14	0.36	0.21	0.22	0.05	0.14																																																
snapin	2L	2758426	2759710	mat	0.933952022	0	9.42	17.24	17.69	8.85	8.05	10.32	9.06	13.25	14.1	15.97	17.56	6.89	0	9.4	9.72	9.51	9	15.65	8.27	18.66	16.05	15.23	16.93																																																
SNCF	3L	13371684	13372299	zyg	1.03753605	1.35	35.93	106.92	332.91	869.19	935.43	1373.6	947.43	1301.42	1192.97	1125.88	993.25	6.63	38.7	109.17	280.49	765.86	650.9	1216.92	943.37	1115.77	1018.61	1345.51	1342.63	0	20.41	77.9	190.93	457.34	424.02	677.74	401.68	633.55	494.96	576.57	422.42	0	18.43	53.14	134.58	444.93	281.4	507.47	492.7	596.01	449.64	595.54	531.71	0	15.52	29.02	141.98	411.85	511.41	695.86	545.75	667.87	698.01	549.31	570.83	0	20.27	56.03	145.91	320.93	369.5	709.45	450.67	519.76	568.97	749.97	810.92
snf	X	5203279	5204533	mat	1.039279206	179.45	229.61	184.29	242.49	235.04	288.35	251.09	232.48	265.66	244.93	244.5	228.11	168.48	177.05	197.7	205.51	252.43	243.34	255.46	245.34	244.4	230.81	246.35	245.03	178.5	229.61	184.29	242.49	235.04	288.35	248.83	231.73	252.33	236.95	225.45	228.11	168.48	177.05	197.7	205.51	252.43	243.34	255.05	244.06	243.84	229.75	245.86	245.03	0.95	0	0	0	0	0	2.26	0.75	13.33	7.98	19.05	0	0	0	0	0	0	0	0.41	1.28	0.56	1.06	0.49	0
SNF1A	X	1269579	1272890	mat	0.836766045	83.3	83.67	76.87	48.36	21.09	14.35	17.45	16.67	10.15	8.79	9.61	7.28	73.78	116.32	75.58	74.6	30.26	30.11	11.2	20.12	6.1	9.1	7.76	4.57																																																
SNF4Agamma	3R	16982099	17038409	mat	1.040784434	87.56	103.85	123.32	107.22	62.24	83.41	119.96	128.45	60.31	103.56	36.85	46.77	119.93	75.87	94.58	132.37	61.54	116.33	48.31	73.23	28.26	77.84	30.97	21.69	0	0	0	0	0	0	0	128.45	0	103.56	0	0	0	0	94.58	0	0	110.79	0	73.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.54	0	0	0	0	0	0
sni	X	8135530	8137337	mat	1.014798262	19.7	19.18	20.05	22.2	21.06	17.14	18.29	13.71	10.33	8.99	10.95	8.84	19.37	24.51	21.15	19.33	18.53	14.82	13.73	15.05	9.55	8.53	9.68	9.14																																																
snk	3R	8865886	8867464	mat	0.995356946	16.09	22.32	18	19.33	17.53	15.4	18.44	9.54	1.77	5.99	1.68	1.54	13.62	22.74	19.11	21.79	19.47	16.98	9.27	15.87	2.44	5.84	3.07	1.36	16.09	22.32	16.94	19.33	17.53	15.4	18.44	0	0	5.49	0	0	0	22.74	19.11	21.79	19.47	16.98	0	15.87	0	0	0	0	0	0	1.06	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
snky	3L	13166781	13169797		0.245070423	0.06	0.03	0	0.06	0	0	0.02	0.03	0	0	0	0.11	0.03	0	0	0.26	0	0.05	0	0	0.05	0.07	0	0																																																
Snm1	3R	1380811	1383508	mat	0.966429844	55.22	42.18	66.7	23.94	6.11	2.61	2.09	3.43	2.75	2.18	3.22	4.7	69.32	32.99	50.24	36.77	7.84	5.93	1.64	4.33	2.73	2.56	2.8	2.79	55.22	42.18	66.7	23.94	0	0	0	0	0	0	0	0	69.32	0	50.24	36.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
snmRNA:158	2L	5206204	5206361	zyg	1.744716021	2.44	0.38	2.58	10.35	13.3	9.54	8.85	12.35	9.71	8.27	18.04	18.83	0.45	1.1	2.55	2.33	8.09	10.07	3.93	6.65	8.3	8.92	8.31	14.38																																																
snmRNA:331	3R	3300564	3300674		0.483516484	0	0	0	0.42	0	0	0.49	1.1	0.46	0	0.44	0	0	0	0	0	0	0.5	0	0	0	1.42	0.91	1.34																																																
snmRNA:400	X	1452381	1452433		0	0	0	0	0	0	0	0	1.17	0	0	0	1.18	0	0	0	0	0	0	0	0	0	0	0	1.89																																																
snmRNA:641	3L	17661687	17661830	mat	0.57247208	8.03	5.44	12.53	6.17	1.62	2.89	1.12	5.51	0.36	5.62	0.34	1.72	20.63	6.03	7.71	10.22	2.73	4.19	0	4.87	0	1.45	0	0.34																																																
snmRNA:763	X	19195735	19195906		0	0	0	0	0	0	0	0.54	0	0	0.98	1.77	0	0	0	0	0	0.5	0	0	0	0	0	0	0																																																
sno	X	13089531	13105699	matzyg	1.164781576	29.97	18.69	21.51	5.64	7.18	5.14	4.07	12.42	19.06	28.05	26.41	24.25	29.57	19.32	13.6	8.5	6.38	8.38	4.16	7.77	14.27	15.74	14.88	12.48																																																
Snoo	2L	7892315	7984158	mat	1.014610867	2.04	1.1	1.57	0.55	0.25	0.11	0.14	0.22	0.09	0.29	0.04	0.24	1.83	1.18	1.49	0.88	0.27	0.3	0	0.14	0.07	0.18	0.05	0.07
snoRNA:185	2R	15614602	15614657		0	0	0	0	0.84	0	0	0	1.1	0	0	0.87	0	0	0	0	0	0	0	0.86	0	0	0	0	0
snoRNA:Me18S-A1061	2R	10510546	10510622		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0
snoRNA:Me18S-A1576	2L	9894794	9894907		0	0	0	0	0.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
snoRNA:Me18S-A1806	3L	7632816	7632894		0	0	0	0	0	0	0	0	0	0	0	0.62	0	0	0	0	0	0	0	0	0	0	0	0	0
snoRNA:Me18S-A28a	2R	13590606	13590673		0	0	0	0	0	0	0.77	0.8	0.9	0	2.77	0	0.92	0	0	0	0	0	0	0	0	1.62	0	0	0
snoRNA:Me18S-A934	2L	11798104	11798195		0	0	0	0	0	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	1.79	0	0	0
snoRNA:Me18S-C1366	2R	10509286	10509386		0	0	0	0	0	0	0.52	0.53	0.61	0	0	0	0	0	0	0	0	0	0	0	1.16	0	0	0	0
snoRNA:Me28S-A2634a	3L	1666891	1666964		0.469798658	0	0	0	0	0	0.71	0	0	0.7	0	0.66	0	0	0	0	0	0	0	0	0	1.49	0	0	0
snoRNA:Me28S-A2634b	3L	1666664	1666745		0	0	0	0	0	0	0	0	0	0	0.76	0	0	0	0	0	0	0	0	0	0	0.67	0	0	0.61
snoRNA:Me28S-A2634c	3L	1666436	1666522		0.275652666	0	0	0	1.62	0	0.6	0	1.41	1.18	0.72	2.79	0.72	0	0	0	7.79	0	0	0	0	2.53	1.21	1.17	5.13
snoRNA:Me28S-A3407a	2R	13587206	13587293		0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
snoRNA:Me28S-A982a	2R	4983741	4983818		0	0	0	0	0	0.75	0	0.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67	0	0
snoRNA:Me28S-A982b	2R	4984010	4984087		0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0.67	0	0
snoRNA:Me28S-A992	2R	10510780	10510851		0	0	0	0	0.65	0	0.73	0	0	0	0	0	0.87	0	0	0	0	0	0	0	0.82	0	0	0	0
snoRNA:Me28S-C3227a	2R	10509592	10509672		0	0	0	0	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
snoRNA:Me28S-G2703a	2R	10511021	10511112		0.700628842	0	0	0	0.51	0.64	0	0.59	0	0	0	0	0	0	0	0	0	1.07	0.6	0.52	0	0	0	0	0
snoRNA:Me28S-G2703b	2R	10511268	10511355		0	0	0	0	0	0	1.19	0	0	0	0	0	0	0	0	0	0	0	0.48	0	0	0	0	0	0
snoRNA:Me28S-G2703c	2R	10511511	10511596		1.125	0	0	0	0	0	0.61	0.63	0	0	0	3.95	0.72	0	0	0	0	0	0	0.56	0	0	0	0	2.31
snoRNA:Me28S-G3081a	2R	13586712	13586781		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79	0	0	0	0	0	0
snoRNA:Me28S-G3255b	2R	4984267	4984349		0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0.61	0	0	0	0	0	0	3.16	2.45	0
snoRNA:Me28S-U1848	2R	10510074	10510154		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61	0	0	0	0	0	0	0
snoRNA:Or-aca4	2R	13504260	13504422		0	0	0	0	0	0	0	0	0.37	0	0	0	0	0	0	0	0	0	0	0.88	0	0	0	0	0
snoRNA:Or-aca5	2R	4983189	4983337		0	0.43	0	0	0	0	0	0	0	1.72	0	0	0	0	0	0	0	0	0.37	0	0	0	0	0	0
snoRNA:Or-CD1	2R	18084773	18084879	mat	1.049103324	18.05	2.26	17.44	20.15	12.04	23.4	2.02	8.57	3.83	11.66	10.87	7.55	6.63	1.63	13.24	12.06	15.67	9.26	6.72	13.13	13.32	30.35	6.62	5.55
snoRNA:Or-CD2	2R	4984534	4984674		1.5703125	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	1.28	0	0	0	1.12	0	0	0	0
snoRNA:Or-CD4	2R	10511757	10511835		0	0	0	0	0	0	0.66	0	0	1.3	0	0	0.79	0	0	0	0.78	0.63	0	0.61	0	0	0	0	1.89
snoRNA:Psi18S-176	2R	19727433	19727587		1.468054898	0.41	0.78	0.38	0	0	0.34	0	0	0	0	0.94	0	0	0	0	0	0.32	0	0	0.75	0	0	0.33	0
snoRNA:Psi18S-301	3R	16400627	16400765	zyg	0.974276196	0	0.43	0	5.38	0.84	1.87	1.16	2.63	0.74	2.69	1.74	4.02	0	0	0.73	1.76	2.12	1.19	0.69	4.62	1.18	1.13	2.91	1.42
snoRNA:Psi28S-1153	2R	9445043	9445191		0.671380906	0	0	0	0	0	0.35	0	0.41	1.03	0	1.62	1.25	0	0	0	0.82	0.99	0.74	0	0	0.37	0.35	1.69	0
snoRNA:Psi28S-2566	3L	18889288	18889556		0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0.37
snoRNA:Psi28S-2622	3L	1488905	1489045		0	0	0.86	0	0.33	0.41	0	0	0	0	0	0	0.44	0	0	0	0	0	0	0	0	0	0	0.72	0
snoRNA:Psi28S-2949	2R	4982876	4983031		0	0	0	0	0	0.37	0	0	0	0	0	0	1.99	0	0	0	0	0	0	0	0.37	0	0.67	0	0																																																
snoRNA:Psi28S-3342	X	5418334	5418498		0	0	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0																																																
snoRNA:snR38:54Ec	2R	13590377	13590454		0	0	0	0	0	0	0	0	0	0	0	1.87	0	0	0	0	0	0	0	0	0	0	0	0	0																																																
snoRNA:U14:30Ea	2L	9894204	9894285		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06	0	0.75	0	0	0	0	0	0	0	0																																																
snoRNA:U27:54Eb	2R	13590141	13590213		0	0	0	0	0	0	0	0	0	1.41	0	0	0.86	0	0	0	0	0	0	0.66	0	0	0	0	0																																																
snoRNA:U29:54Ed	2R	13588480	13588567		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	0	0	0	0	0	0																																																
snoRNA:U3:54Aa	2R	13031025	13031198	mat	1.178920774	2.8	4.34	3.43	3.86	5.03	2.15	1.46	1.3	0.48	1.4	0.4	0.66	1.75	2.15	3.63	1.38	2.38	1.3	3.61	3.93	0.77	1.11	0.42	0.47	0	4.34	3.43	3.86	4.8	0	1.46	0	0	0	0	0	0	2.15	3.63	1.38	2.38	0	0	3.93	0	0	0	0	0	0	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
snoRNA:U3:54Ab	2R	13033158	13033331	mat	1.178920774	2.8	4.34	3.43	3.86	5.03	2.15	1.46	1.3	0.48	1.4	0.4	0.66	1.75	2.15	3.63	1.38	2.38	1.3	3.61	3.93	0.77	1.11	0.42	0.47	0	4.34	3.43	3.86	4.8	0	1.46	0	0	0	0	0	0	2.15	3.63	1.38	2.38	0	0	3.93	0	0	0	0	0	0	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
snoRNA:U3:9B	X	10242202	10242370		0.798234201	1.53	6.5	0.98	0.67	1.04	1.11	0.07	0.36	0.06	0.44	0.12	0	0.34	0	0.42	0.07	0.59	0.13	1.15	0.91	0.39	0.06	0.18	0.29																																																
sNPF	2L	20027914	20056375		0	0	0	0	0	0.02	0.04	0.02	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0																																																
Snr1	3R	1296638	1298476	mat	1.031344454	170.09	218.08	180.79	220.13	231.56	227.15	254.55	210.88	259.17	226.59	231.04	240.11	158.86	216.81	195.83	198.71	217.61	218.01	240.29	214.72	236.19	228.09	245.77	253.76																																																
snRNA:U1:21D	2L	901490	901662		0.94871525	1.3	1.86	0.48	1.06	1.18	1.54	1.09	0.43	0.12	0.59	0.63	0.59	0.34	0.62	1.56	0.73	0.7	0.72	0.85	0.76	0.71	0.12	0.72	1.76																																																
snRNA:U1:82Eb	3R	773631	773886		0.483425414	0.21	0.43	0.14	0.07	0	0.08	0	0.15	0	0.05	0	0	0.39	0	0.24	0.1	0	0.21	0	0.05	0.09	0	0.16	0																																																
snRNA:U1:95Ca	3R	19685188	19685352		0.951779251	1.36	1.95	0.51	1.11	1.24	1.62	1.14	0.46	0.13	0.62	0.66	0.62	0.35	0.65	1.63	0.76	0.74	0.75	0.89	0.8	0.75	0.13	0.75	1.85																																																
snRNA:U1:95Cb	3R	19653591	19653755		0.951779251	1.36	1.95	0.51	1.11	1.24	1.62	1.14	0.46	0.13	0.62	0.66	0.62	0.35	0.65	1.63	0.76	0.74	0.75	0.89	0.8	0.75	0.13	0.75	1.85																																																
snRNA:U1:95Cc	3R	19652055	19652219		0.791494615	0.63	2.86	0.7	0.74	1.07	2.16	1.25	1.18	0.13	0.69	0.83	1.06	0.43	1.48	1.84	2.09	0.78	0.73	0.47	1.91	0.67	0	0.31	0.79																																																
snRNA:U11	3L	3893055	3893330	mat	0.817251509	7.19	4.79	2.1	4.9	6.33	6.01	6.8	2.64	2.4	4.05	4.54	1.79	2.3	6.9	3.28	1.55	9.24	3.97	6.56	4.43	4.54	3.02	6.02	6.07
snRNA:U12:73B	3L	16646868	16647106	mat	0.876329111	20.63	52.58	34.72	36.88	52.65	52.76	29.65	20.11	18.14	42.07	15.33	18.38	13.87	57.98	34.11	38.38	32.64	30.7	52.3	55.31	30.35	27.47	25.92	27.83
snRNA:U2:14B	X	16148704	16148896		2.767477204	0.68	0.13	0.37	0.35	0.91	0.17	0	0.32	0	0.13	0.1	0	0.15	0.09	0.27	0	0.16	0.18	0	0.43	0	0.17	0.05	0.67
snRNA:U2:34ABa	2L	13211924	13212116		0.281792105	0.07	0.13	0.06	0.35	0.19	0.17	0	0.13	0.05	0.07	0.15	0.77	0	0.28	0	0	0.31	0.12	0.1	0.25	0	0.17	0.74	0.57
snRNA:U2:34ABb	2L	13215838	13216030		0.609174526	1.56	0.91	0.81	0.22	1.24	0.84	0.28	0.6	0.58	0.32	0.35	0.29	0.18	0.95	0.78	1.74	1.46	0.54	0.23	0.49	0.85	0.98	0.48	0.57
snRNA:U2:34ABc	2L	13244369	13244561		0.609174526	1.56	0.91	0.81	0.22	1.24	0.84	0.28	0.6	0.58	0.32	0.35	0.29	0.18	0.95	0.78	1.74	1.46	0.54	0.23	0.49	0.85	0.98	0.48	0.57
snRNA:U2:38ABa	2L	19815613	19815805		2.037993921	0.68	0.13	0.37	0.35	0.31	0.17	0	0	0	0.13	0.1	0	0.15	0.09	0.27	0	0.16	0.18	0	0.12	0	0.17	0.05	0.16
snRNA:U2:38ABb	2L	19812645	19812836		2.049392097	0.69	0.13	0.37	0.35	0.31	0.17	0	0	0	0.13	0.1	0	0.15	0.09	0.27	0	0.16	0.18	0	0.12	0	0.17	0.05	0.16
snRNA:U3:22A	2L	1432710	1432921		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	0	0
snRNA:U4:38AB	2L	19810733	19810875		0	0.22	0	0.41	0.16	0.41	0.36	0	0.21	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0
snRNA:U5:14B	X	16148040	16148150		0	0	0	0.53	0	0	0	0	0	0	0.56	0	0	0	0	0	0	0.09	0	0	0	0	0	0.09	0
snRNA:U5:23D	2L	3048700	3048831		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38	0	0.08	0	0	0	0	0	0.08	0
snRNA:U5:34A	2L	13244847	13244974		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39
snRNA:U5:38ABa	2L	19811947	19812074		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0
snRNA:U5:38ABb	2L	19816413	19816540		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0.08	0
snRNA:U6:96Aa	3R	20381809	20381916		0.776207008	1.1	0.23	2	1.43	0.78	1.39	0.72	1.4	0.49	1.9	1.85	1.3	1.89	0.66	0.96	1.64	1.69	1.26	1.19	3.01	1.15	1.4	0.87	1.6
snRNA:U6:96Ab	3R	20382413	20382520		0.776207008	1.1	0.23	2	1.43	0.78	1.39	0.72	1.4	0.49	1.9	1.85	1.3	1.89	0.66	0.96	1.64	1.69	1.26	1.19	3.01	1.15	1.4	0.87	1.6																																																
snRNA:U6:96Ac	3R	20382936	20383043		0.776207008	1.1	0.23	2	1.43	0.78	1.39	0.72	1.4	0.49	1.9	1.85	1.3	1.89	0.66	0.96	1.64	1.69	1.26	1.19	3.01	1.15	1.4	0.87	1.6																																																
snRNA:U6atac:29B	2L	8389723	8389820		0	0	0	0	0	0	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																
snRNP-U1-70K	2L	6969824	6971736	mat	0.94103919	70.38	87.84	67.18	72.05	72.25	76.99	89.76	76.59	77.95	78.23	75.53	78.53	63.05	113.76	72.25	70.72	76.74	81.11	74.07	72.23	78.77	86.21	87.89	53.21	70.38	0	67.18	72.05	65.68	76.99	0	68.08	71.45	73.01	58.1	56.87	63.05	0	72.25	70.72	76.74	74.87	74.07	72.23	78.77	83.24	51.27	50.55	0	0	0	0	6.57	0	0	8.51	6.5	5.22	17.43	21.66	0	0	0	0	0	6.24	0	0	0	2.97	36.62	2.66
snRNP-U1-C	3R	14808677	14809370	mat	0.933678425	69.1	76.47	68.21	94.01	87.56	104.62	129.82	72.22	138.08	94.36	123.72	119.99	55.66	88.1	89	73.37	92.29	83.08	126.07	79.58	122.51	108.74	167.9	160.93																																																
sns	2R	4686021	4743142		0.5	0.02	0.01	0	0.01	0.07	0.01	0.01	0.02	0.02	0	0.03	0.04	0	0.03	0	0	0	0.03	0.02	0.01	0.01	0	0	0.01																																																
Snx6	2L	8218070	8220737	mat	1.019322862	111.83	112.86	149.93	141.63	153.1	130.87	114.76	150.14	55.68	90.5	35.44	43.38	127.35	115.43	138.7	150.45	139.68	137.26	101.27	155.22	35.42	93.26	32.87	29.16	0	0	149.93	141.63	153.1	130.87	0	0	0	82.27	0	0	0	0	138.7	150.45	139.68	0	0	0	0	93.26	0	0	0	0	0	0	0	0	0	0	0	8.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
so	2R	3306536	3322377		1.134750808	0	0	0.02	0.01	2.8	2.13	2.27	0.06	0.83	1.08	1.55	1.29	0	0	0	0.06	2.46	0.02	0.06	0	1.22	1.27	0.73	1.07																																																
